state_fips,year,on_road,off_road,excise
54   ,2004,1.75,1.26,0.49
02   ,2015,3.58,3.26,0.32
16   ,2017,3.46,2.96,0.49
41   ,2014,3.58,3.1,0.48
48   ,2013,3.47,3.03,0.44
55   ,2010,3.48,2.94,0.54
08   ,2028,3.46,3.01,0.45
50   ,2012,3.74,3.24,0.49
02   ,2017,3.58,3.26,0.32
20   ,2019,3.48,2.98,0.5
16   ,2015,3.46,2.96,0.49
41   ,2016,3.58,3.1,0.48
21   ,2010,3.48,3.06,0.42
13   ,2006,2.67,2.35,0.32
46   ,2006,2.67,2.2,0.46
01   ,2017,3.47,3.02,0.45
19   ,2028,3.48,3.01,0.47
27   ,2000,1.47,1.03,0.44
32   ,2021,3.58,3.07,0.51
50   ,2030,3.74,3.24,0.49
04   ,2011,3.58,3.16,0.42
17   ,2000,1.47,1.01,0.46
56   ,2015,3.46,3.07,0.38
28   ,2000,1.44,1.01,0.43
47   ,2001,1.41,0.99,0.41
08   ,2005,2.44,2,0.45
45   ,2016,3.51,3.1,0.4
44   ,2023,3.74,3.19,0.54
18   ,2009,3.48,3.08,0.4
56   ,2017,3.46,3.07,0.38
46   ,2001,1.41,0.94,0.46
,2003,1.63,1.19,0.44
33   ,2004,1.92,1.5,0.42
36   ,2000,1.61,1.16,0.45
45   ,2014,3.51,3.1,0.4
30   ,2006,2.76,2.23,0.52
38   ,2010,3.48,3.01,0.47
20   ,2018,3.48,2.98,0.5
09   ,2004,1.92,1.42,0.5
23   ,2004,1.92,1.42,0.5
06   ,2030,3.63,3.21,0.42
56   ,2012,3.46,3.07,0.38
45   ,2028,3.51,3.1,0.4
46   ,2000,1.47,1.01,0.46
18   ,2010,3.48,3.08,0.4
51   ,2011,3.51,3.09,0.42
21   ,2007,2.86,2.44,0.42
42   ,2004,1.9,1.35,0.56
24   ,2026,3.68,3.2,0.49
16   ,2030,3.46,2.96,0.49
29   ,2004,1.77,1.35,0.41
45   ,2003,1.47,1.07,0.4
,2029,3.68,3.22,0.47
38   ,2009,3.48,3.01,0.47
31   ,2020,3.48,2.97,0.51
02   ,2030,3.58,3.26,0.32
34   ,2020,3.68,3.31,0.38
24   ,2024,3.68,3.2,0.49
01   ,2030,3.47,3.02,0.45
32   ,2019,3.58,3.07,0.51
29   ,2007,2.86,2.45,0.41
23   ,2009,3.74,3.22,0.52
08   ,2007,2.98,2.53,0.45
30   ,2008,3.46,2.94,0.52
28   ,2015,3.47,3.05,0.42
05   ,2024,3.47,3,0.47
20   ,2028,3.48,2.98,0.5
53   ,2009,3.58,3,0.58
08   ,2019,3.46,3.01,0.45
17   ,2004,1.77,1.31,0.46
,2022,3.68,3.22,0.47
37   ,2015,3.51,2.96,0.54
10   ,2026,3.68,3.22,0.46
54   ,2009,3.51,2.95,0.56
40   ,2027,3.48,3.11,0.37
27   ,2008,3.48,3.04,0.44
19   ,2019,3.48,3.01,0.47
37   ,2017,3.51,2.96,0.54
25   ,2009,3.74,3.28,0.45
48   ,2023,3.47,3.03,0.44
21   ,2000,1.47,1.09,0.38
31   ,2002,1.3,0.81,0.49
49   ,2009,3.46,2.97,0.49
10   ,2024,3.68,3.22,0.46
22   ,2011,3.47,3.03,0.44
,2005,2.5,2.05,0.44
17   ,2005,2.36,1.9,0.46
42   ,2011,3.68,3.06,0.63
05   ,2026,3.47,3,0.47
36   ,2005,2.5,2.04,0.46
05   ,2000,1.44,0.97,0.47
12   ,2020,3.51,3.11,0.4
41   ,2021,3.58,3.1,0.48
28   ,2017,3.47,3.05,0.42
55   ,2002,1.3,0.78,0.52
46   ,2030,3.48,3.02,0.46
37   ,2012,3.51,2.96,0.54
49   ,2010,3.46,2.97,0.49
42   ,2007,2.97,2.34,0.63
41   ,2019,3.58,3.1,0.48
01   ,2002,1.28,0.84,0.43
25   ,2010,3.74,3.28,0.45
48   ,2006,2.66,2.21,0.44
13   ,2004,1.75,1.44,0.32
20   ,2016,3.48,2.98,0.5
28   ,2012,3.47,3.05,0.42
17   ,2030,3.48,3.02,0.46
25   ,2003,1.64,1.19,0.45
53   ,2010,3.58,3,0.58
33   ,2007,2.98,2.56,0.42
19   ,2021,3.48,3.01,0.47
45   ,2004,1.75,1.35,0.4
23   ,2010,3.74,3.22,0.52
,2025,3.68,3.22,0.47
45   ,2018,3.51,3.1,0.4
08   ,2021,3.46,3.01,0.45
54   ,2010,3.51,2.95,0.56
20   ,2014,3.48,2.98,0.5
35   ,2029,3.47,3,0.47
46   ,2015,3.48,3.02,0.46
29   ,2009,3.48,3.07,0.41
17   ,2012,3.48,3.02,0.46
32   ,2028,3.58,3.07,0.51
41   ,2018,3.58,3.1,0.48
50   ,2000,1.62,1.11,0.5
33   ,2009,3.74,3.31,0.42
34   ,2006,2.81,2.43,0.38
45   ,2019,3.51,3.1,0.4
47   ,2020,3.48,3.07,0.41
04   ,2027,3.58,3.16,0.42
05   ,2004,1.74,1.27,0.47
37   ,2030,3.51,2.96,0.54
46   ,2017,3.48,3.02,0.46
28   ,2030,3.47,3.05,0.42
39   ,2010,3.48,2.96,0.52
36   ,2025,3.68,3.21,0.47
26   ,2025,3.48,3.09,0.39
33   ,2010,3.74,3.31,0.42
27   ,2024,3.48,3.04,0.44
32   ,2016,3.58,3.07,0.51
32   ,2002,1.4,0.88,0.52
02   ,2003,1.61,1.29,0.32
19   ,2018,3.48,3.01,0.47
46   ,2012,3.48,3.02,0.46
02   ,2000,1.61,1.28,0.32
45   ,2021,3.51,3.1,0.4
17   ,2015,3.48,3.02,0.46
36   ,2022,3.68,3.21,0.47
37   ,2000,1.45,0.97,0.49
05   ,2008,3.47,3,0.47
39   ,2009,3.48,2.96,0.52
26   ,2022,3.48,3.09,0.39
30   ,2024,3.46,2.94,0.52
08   ,2018,3.46,3.01,0.45
51   ,2027,3.51,3.09,0.42
29   ,2010,3.48,3.07,0.41
30   ,2026,3.46,2.94,0.52
09   ,2029,3.74,3.12,0.61
26   ,2006,2.67,2.27,0.39
32   ,2014,3.58,3.07,0.51
44   ,2013,3.74,3.19,0.54
09   ,2002,1.4,0.9,0.5
17   ,2017,3.48,3.02,0.46
27   ,2026,3.48,3.04,0.44
10   ,2008,3.68,3.22,0.46
39   ,2021,3.48,2.96,0.52
10   ,2001,1.48,1.01,0.46
54   ,2005,2.36,1.84,0.51
33   ,2019,3.74,3.31,0.42
35   ,2027,3.47,3,0.47
45   ,2009,3.51,3.1,0.4
47   ,2008,3.48,3.07,0.41
17   ,2023,3.48,3.02,0.46
38   ,2028,3.48,3.01,0.47
56   ,2013,3.46,3.07,0.38
18   ,2014,3.48,3.08,0.4
22   ,2025,3.47,3.03,0.44
25   ,2000,1.62,1.16,0.45
29   ,2019,3.48,3.07,0.41
34   ,2002,1.4,1.02,0.38
56   ,2004,1.86,1.48,0.38
04   ,2029,3.58,3.16,0.42
55   ,2006,2.67,2.13,0.54
45   ,2001,1.35,0.94,0.4
10   ,2003,1.63,1.17,0.46
33   ,2006,2.82,2.39,0.42
18   ,2016,3.48,3.08,0.4
04   ,2001,1.5,0.99,0.5
44   ,2007,2.98,2.44,0.54
42   ,2025,3.68,3.06,0.63
22   ,2022,3.47,3.03,0.44
38   ,2016,3.48,3.01,0.47
10   ,2020,3.68,3.22,0.46
46   ,2023,3.48,3.02,0.46
48   ,2030,3.47,3.03,0.44
29   ,2021,3.48,3.07,0.41
49   ,2018,3.46,2.97,0.49
25   ,2018,3.74,3.28,0.45
12   ,2024,3.51,3.11,0.4
42   ,2022,3.68,3.06,0.63
38   ,2014,3.48,3.01,0.47
12   ,2026,3.51,3.11,0.4
45   ,2010,3.51,3.1,0.4
18   ,2028,3.48,3.08,0.4
51   ,2029,3.51,3.09,0.42
54   ,2018,3.51,2.95,0.56
05   ,2020,3.47,3,0.47
09   ,2027,3.74,3.12,0.61
39   ,2019,3.48,2.96,0.52
53   ,2018,3.58,3,0.58
18   ,2004,1.77,1.36,0.4
20   ,2005,2.36,1.85,0.5
23   ,2018,3.74,3.22,0.52
33   ,2021,3.74,3.31,0.42
,2011,3.68,3.22,0.47
21   ,2003,1.49,1.11,0.38
06   ,2000,1.68,1.25,0.42
29   ,2003,1.49,1.07,0.41
02   ,2004,2.02,1.7,0.32
55   ,2005,2.36,1.82,0.54
49   ,2019,3.46,2.97,0.49
25   ,2019,3.74,3.28,0.45
12   ,2008,3.51,3.11,0.4
21   ,2016,3.48,3.06,0.42
22   ,2002,1.28,0.83,0.44
41   ,2010,3.58,3.1,0.48
06   ,2013,3.63,3.21,0.42
40   ,2029,3.48,3.11,0.37
55   ,2016,3.48,2.94,0.54
53   ,2019,3.58,3,0.58
39   ,2018,3.48,2.96,0.52
21   ,2014,3.48,3.06,0.42
08   ,2009,3.46,3.01,0.45
18   ,2001,1.41,1,0.4
23   ,2019,3.74,3.22,0.52
27   ,2020,3.48,3.04,0.44
36   ,2011,3.68,3.21,0.47
19   ,2009,3.48,3.01,0.47
55   ,2014,3.48,2.94,0.54
26   ,2011,3.48,3.09,0.39
50   ,2013,3.74,3.24,0.49
54   ,2019,3.51,2.95,0.56
30   ,2020,3.46,2.94,0.52
48   ,2012,3.47,3.03,0.44
47   ,2024,3.48,3.07,0.41
01   ,2013,3.47,3.02,0.45
28   ,2023,3.47,3.05,0.42
55   ,2028,3.48,2.94,0.54
08   ,2010,3.46,3.01,0.45
54   ,2021,3.51,2.95,0.56
02   ,2013,3.58,3.26,0.32
34   ,2004,1.9,1.52,0.38
53   ,2021,3.58,3,0.58
21   ,2028,3.48,3.06,0.42
37   ,2023,3.51,2.96,0.54
19   ,2010,3.48,3.01,0.47
33   ,2018,3.74,3.31,0.42
23   ,2021,3.74,3.22,0.52
48   ,2017,3.47,3.03,0.44
41   ,2009,3.58,3.1,0.48
16   ,2013,3.46,2.96,0.49
48   ,2015,3.47,3.03,0.44
48   ,2007,2.82,2.38,0.44
49   ,2021,3.46,2.97,0.49
16   ,2005,2.44,1.95,0.49
29   ,2018,3.48,3.07,0.41
13   ,2005,2.36,2.04,0.32
25   ,2021,3.74,3.28,0.45
47   ,2026,3.48,3.07,0.41
45   ,2013,3.51,3.1,0.4
38   ,2012,3.48,3.01,0.47
22   ,2008,3.47,3.03,0.44
32   ,2023,3.58,3.07,0.51
42   ,2008,3.68,3.06,0.63
56   ,2009,3.46,3.07,0.38
18   ,2017,3.48,3.08,0.4
18   ,2015,3.48,3.08,0.4
28   ,2007,2.82,2.4,0.42
55   ,2004,1.77,1.23,0.53
26   ,2020,3.48,3.09,0.39
51   ,2000,1.45,1.05,0.4
36   ,2020,3.68,3.21,0.47
21   ,2030,3.48,3.06,0.42
48   ,2003,1.45,1.01,0.44
30   ,2011,3.46,2.94,0.52
48   ,2000,1.44,1,0.44
24   ,2027,3.68,3.2,0.49
44   ,2021,3.74,3.19,0.54
55   ,2030,3.48,2.94,0.54
47   ,2025,3.48,3.07,0.41
35   ,2006,2.66,2.19,0.47
27   ,2011,3.48,3.04,0.44
44   ,2019,3.74,3.19,0.54
50   ,2001,1.49,0.99,0.5
56   ,2001,1.45,1.07,0.38
47   ,2022,3.48,3.07,0.41
38   ,2015,3.48,3.01,0.47
12   ,2004,1.75,1.37,0.39
15   ,2002,1.4,1,0.4
38   ,2017,3.48,3.01,0.47
15   ,2029,3.58,3.18,0.4
13   ,2029,3.51,3.19,0.32
18   ,2012,3.48,3.08,0.4
56   ,2010,3.46,3.07,0.38
06   ,2009,3.63,3.21,0.42
16   ,2010,3.46,2.96,0.49
37   ,2002,1.28,0.81,0.47
55   ,2015,3.48,2.94,0.54
20   ,2023,3.48,2.98,0.5
44   ,2018,3.74,3.19,0.54
18   ,2030,3.48,3.08,0.4
21   ,2015,3.48,3.06,0.42
12   ,2025,3.51,3.11,0.4
48   ,2028,3.47,3.03,0.44
01   ,2010,3.47,3.02,0.45
21   ,2017,3.48,3.06,0.42
08   ,2013,3.46,3.01,0.45
02   ,2010,3.58,3.26,0.32
19   ,2013,3.48,3.01,0.47
55   ,2017,3.48,2.94,0.54
50   ,2009,3.74,3.24,0.49
38   ,2000,1.47,1.02,0.45
06   ,2001,1.55,1.12,0.42
42   ,2024,3.68,3.06,0.63
12   ,2022,3.51,3.11,0.4
30   ,2007,2.98,2.46,0.52
21   ,2012,3.48,3.06,0.42
01   ,2009,3.47,3.02,0.45
31   ,2029,3.48,2.97,0.51
25   ,2004,1.92,1.47,0.45
50   ,2010,3.74,3.24,0.49
34   ,2029,3.68,3.31,0.38
53   ,2000,1.61,1.13,0.47
48   ,2014,3.47,3.03,0.44
22   ,2024,3.47,3.03,0.44
55   ,2012,3.48,2.94,0.54
02   ,2009,3.58,3.26,0.32
10   ,2011,3.68,3.22,0.46
26   ,2003,1.49,1.09,0.39
25   ,2006,2.82,2.36,0.45
38   ,2030,3.48,3.01,0.47
22   ,2026,3.47,3.03,0.44
56   ,2006,2.76,2.37,0.38
41   ,2013,3.58,3.1,0.48
24   ,2006,2.81,2.33,0.49
16   ,2009,3.46,2.96,0.49
06   ,2010,3.63,3.21,0.42
,2020,3.68,3.22,0.47
42   ,2026,3.68,3.06,0.63
05   ,2011,3.47,3,0.47
54   ,2007,2.83,2.27,0.56
48   ,2016,3.47,3.03,0.44
37   ,2016,3.51,2.96,0.54
02   ,2021,3.58,3.26,0.32
53   ,2013,3.58,3,0.58
23   ,2013,3.74,3.22,0.52
50   ,2019,3.74,3.24,0.49
26   ,2004,1.77,1.37,0.39
20   ,2012,3.48,2.98,0.5
01   ,2021,3.47,3.02,0.45
54   ,2013,3.51,2.95,0.56
28   ,2016,3.47,3.05,0.42
49   ,2013,3.46,2.97,0.49
30   ,2025,3.46,2.94,0.52
37   ,2014,3.51,2.96,0.54
06   ,2019,3.63,3.21,0.42
25   ,2013,3.74,3.28,0.45
30   ,2003,1.53,1.01,0.52
16   ,2021,3.46,2.96,0.49
47   ,2011,3.48,3.07,0.41
28   ,2014,3.47,3.05,0.42
27   ,2025,3.48,3.04,0.44
13   ,2007,2.83,2.51,0.32
18   ,2003,1.49,1.08,0.4
16   ,2019,3.46,2.96,0.49
30   ,2022,3.46,2.94,0.52
26   ,2024,3.48,3.09,0.39
20   ,2015,3.48,2.98,0.5
55   ,2023,3.48,2.94,0.54
28   ,2028,3.47,3.05,0.42
36   ,2024,3.68,3.21,0.47
13   ,2000,1.45,1.13,0.32
18   ,2007,2.86,2.46,0.4
21   ,2023,3.48,3.06,0.42
27   ,2022,3.48,3.04,0.44
31   ,2027,3.48,2.97,0.51
,2008,3.68,3.22,0.47
06   ,2021,3.63,3.21,0.42
34   ,2027,3.68,3.31,0.38
37   ,2028,3.51,2.96,0.54
32   ,2030,3.58,3.07,0.51
01   ,2019,3.47,3.02,0.45
50   ,2021,3.74,3.24,0.49
56   ,2018,3.46,3.07,0.38
20   ,2017,3.48,2.98,0.5
02   ,2019,3.58,3.26,0.32
44   ,2000,1.62,1.08,0.53
36   ,2026,3.68,3.21,0.47
45   ,2002,1.28,0.87,0.4
26   ,2026,3.48,3.09,0.39
29   ,2013,3.48,3.07,0.41
44   ,2010,3.74,3.19,0.54
,2024,3.68,3.22,0.47
32   ,2012,3.58,3.07,0.51
36   ,2008,3.68,3.21,0.47
16   ,2018,3.46,2.96,0.49
38   ,2023,3.48,3.01,0.47
17   ,2028,3.48,3.02,0.46
46   ,2016,3.48,3.02,0.46
05   ,2022,3.47,3,0.47
51   ,2005,2.36,1.95,0.4
26   ,2008,3.48,3.09,0.39
18   ,2005,2.36,1.95,0.4
42   ,2020,3.68,3.06,0.63
23   ,2006,2.82,2.3,0.51
02   ,2018,3.58,3.26,0.32
33   ,2013,3.74,3.31,0.42
12   ,2011,3.51,3.11,0.4
27   ,2007,2.86,2.42,0.44
,2026,3.68,3.22,0.47
01   ,2018,3.47,3.02,0.45
10   ,2022,3.68,3.22,0.46
56   ,2019,3.46,3.07,0.38
22   ,2020,3.47,3.03,0.44
46   ,2014,3.48,3.02,0.46
24   ,2029,3.68,3.2,0.49
50   ,2018,3.74,3.24,0.49
56   ,2021,3.46,3.07,0.38
17   ,2016,3.48,3.02,0.46
53   ,2001,1.5,1.02,0.47
46   ,2028,3.48,3.02,0.46
01   ,2001,1.35,0.91,0.43
12   ,2005,2.36,1.97,0.39
39   ,2013,3.48,2.96,0.52
10   ,2025,3.68,3.22,0.46
32   ,2015,3.58,3.07,0.51
56   ,2003,1.53,1.15,0.38
17   ,2014,3.48,3.02,0.46
18   ,2023,3.48,3.08,0.4
32   ,2017,3.58,3.07,0.51
44   ,2009,3.74,3.19,0.54
29   ,2002,1.3,0.89,0.41
05   ,2025,3.47,3,0.47
15   ,2027,3.58,3.18,0.4
06   ,2018,3.63,3.21,0.42
28   ,2004,1.74,1.32,0.43
13   ,2027,3.51,3.19,0.32
20   ,2030,3.48,2.98,0.5
33   ,2025,3.74,3.31,0.42
55   ,2029,3.48,2.94,0.54
34   ,2012,3.68,3.31,0.38
,2001,1.48,1.03,0.44
31   ,2012,3.48,2.97,0.51
40   ,2016,3.48,3.11,0.37
30   ,2005,2.44,1.92,0.52
08   ,2011,3.46,3.01,0.45
28   ,2002,1.28,0.85,0.43
21   ,2029,3.48,3.06,0.42
06   ,2007,3.09,2.67,0.42
26   ,2009,3.48,3.09,0.39
39   ,2022,3.48,2.96,0.52
12   ,2006,2.67,2.28,0.39
36   ,2009,3.68,3.21,0.47
19   ,2011,3.48,3.01,0.47
41   ,2004,2.02,1.54,0.48
40   ,2014,3.48,3.11,0.37
56   ,2020,3.46,3.07,0.38
29   ,2025,3.48,3.07,0.41
22   ,2019,3.47,3.03,0.44
42   ,2019,3.68,3.06,0.63
01   ,2003,1.45,1.02,0.43
04   ,2000,1.61,1.1,0.5
15   ,2030,3.58,3.18,0.4
42   ,2021,3.68,3.06,0.63
13   ,2030,3.51,3.19,0.32
20   ,2027,3.48,2.98,0.5
41   ,2011,3.58,3.1,0.48
08   ,2001,1.45,1,0.45
29   ,2022,3.48,3.07,0.41
40   ,2028,3.48,3.11,0.37
32   ,2007,3.04,2.53,0.51
05   ,2013,3.47,3,0.47
31   ,2015,3.48,2.97,0.51
22   ,2021,3.47,3.03,0.44
34   ,2015,3.68,3.31,0.38
44   ,2008,3.74,3.19,0.54
51   ,2007,2.83,2.41,0.42
33   ,2022,3.74,3.31,0.42
34   ,2017,3.68,3.31,0.38
31   ,2017,3.48,2.97,0.51
26   ,2010,3.48,3.09,0.39
36   ,2010,3.68,3.21,0.47
38   ,2004,1.77,1.31,0.45
10   ,2013,3.68,3.22,0.46
39   ,2025,3.48,2.96,0.52
25   ,2025,3.74,3.28,0.45
50   ,2020,3.74,3.24,0.49
44   ,2026,3.74,3.19,0.54
49   ,2025,3.46,2.97,0.49
30   ,2013,3.46,2.94,0.52
45   ,2007,2.83,2.43,0.4
32   ,2000,1.61,1.08,0.52
27   ,2013,3.48,3.04,0.44
04   ,2014,3.58,3.16,0.42
23   ,2025,3.74,3.22,0.52
45   ,2011,3.51,3.1,0.4
22   ,2004,1.74,1.3,0.44
18   ,2029,3.48,3.08,0.4
53   ,2025,3.58,3,0.58
51   ,2028,3.51,3.09,0.42
15   ,2012,3.58,3.18,0.4
13   ,2012,3.51,3.19,0.32
54   ,2025,3.51,2.95,0.56
44   ,2024,3.74,3.19,0.54
04   ,2016,3.58,3.16,0.42
41   ,2001,1.5,1.01,0.48
,2010,3.68,3.22,0.47
06   ,2020,3.63,3.21,0.42
23   ,2022,3.74,3.22,0.52
35   ,2005,2.35,1.88,0.47
25   ,2005,2.51,2.06,0.45
15   ,2003,1.61,1.21,0.4
53   ,2022,3.58,3,0.58
46   ,2005,2.36,1.89,0.46
15   ,2017,3.58,3.18,0.4
13   ,2017,3.51,3.19,0.32
04   ,2002,1.4,0.9,0.5
54   ,2022,3.51,2.95,0.56
38   ,2029,3.48,3.01,0.47
,2009,3.68,3.22,0.47
16   ,2020,3.46,2.96,0.49
32   ,2027,3.58,3.07,0.51
51   ,2014,3.51,3.09,0.42
02   ,2020,3.58,3.26,0.32
25   ,2022,3.74,3.28,0.45
31   ,2030,3.48,2.97,0.51
42   ,2018,3.68,3.06,0.63
34   ,2030,3.68,3.31,0.38
04   ,2028,3.58,3.16,0.42
06   ,2004,2.09,1.67,0.42
41   ,2005,2.57,2.08,0.48
49   ,2022,3.46,2.97,0.49
01   ,2020,3.47,3.02,0.45
51   ,2016,3.51,3.09,0.42
15   ,2015,3.58,3.18,0.4
13   ,2015,3.51,3.19,0.32
22   ,2018,3.47,3.03,0.44
24   ,2023,3.68,3.2,0.49
09   ,2003,1.64,1.14,0.5
24   ,2017,3.68,3.2,0.49
08   ,2025,3.46,3.01,0.45
06   ,2008,3.63,3.21,0.42
33   ,2011,3.74,3.31,0.42
12   ,2013,3.51,3.11,0.4
,2021,3.68,3.22,0.47
15   ,2006,2.87,2.47,0.4
19   ,2025,3.48,3.01,0.47
35   ,2016,3.47,3,0.47
18   ,2027,3.48,3.08,0.4
41   ,2022,3.58,3.1,0.48
09   ,2028,3.74,3.12,0.61
53   ,2004,2.02,1.5,0.52
29   ,2011,3.48,3.07,0.41
36   ,2007,2.97,2.49,0.47
19   ,2004,1.77,1.3,0.47
35   ,2014,3.47,3,0.47
50   ,2008,3.74,3.24,0.49
24   ,2015,3.68,3.2,0.49
15   ,2023,3.58,3.18,0.4
13   ,2023,3.51,3.19,0.32
09   ,2000,1.62,1.19,0.42
51   ,2003,1.47,1.07,0.4
41   ,2025,3.58,3.1,0.48
01   ,2008,3.47,3.02,0.45
35   ,2028,3.47,3,0.47
56   ,2024,3.46,3.07,0.38
32   ,2029,3.58,3.07,0.51
40   ,2007,2.86,2.49,0.37
21   ,2001,1.41,1.03,0.38
10   ,2002,1.4,0.94,0.46
02   ,2008,3.58,3.26,0.32
09   ,2014,3.74,3.12,0.61
38   ,2027,3.48,3.01,0.47
16   ,2008,3.46,2.96,0.49
36   ,2018,3.68,3.21,0.47
26   ,2018,3.48,3.09,0.39
24   ,2012,3.68,3.2,0.49
08   ,2022,3.46,3.01,0.45
40   ,2002,1.3,0.93,0.37
39   ,2011,3.48,2.96,0.52
56   ,2026,3.46,3.07,0.38
19   ,2022,3.48,3.01,0.47
19   ,2007,2.86,2.39,0.47
,2019,3.68,3.22,0.47
09   ,2016,3.74,3.12,0.61
44   ,2004,1.92,1.38,0.54
02   ,2024,3.58,3.26,0.32
22   ,2009,3.47,3.03,0.44
37   ,2005,2.36,1.84,0.52
49   ,2011,3.46,2.97,0.49
25   ,2011,3.74,3.28,0.45
21   ,2004,1.77,1.38,0.39
16   ,2026,3.46,2.96,0.49
24   ,2030,3.68,3.2,0.49
39   ,2007,2.86,2.34,0.52
55   ,2027,3.48,2.94,0.54
26   ,2001,1.41,1.01,0.39
47   ,2013,3.48,3.07,0.41
34   ,2023,3.68,3.31,0.38
39   ,2005,2.36,1.83,0.52
31   ,2023,3.48,2.97,0.51
01   ,2024,3.47,3.02,0.45
56   ,2008,3.46,3.07,0.38
42   ,2009,3.68,3.06,0.63
04   ,2006,2.87,2.45,0.42
21   ,2027,3.48,3.06,0.42
53   ,2011,3.58,3,0.58
49   ,2000,1.53,1.04,0.49
23   ,2011,3.74,3.22,0.52
,2018,3.68,3.22,0.47
45   ,2025,3.51,3.1,0.4
01   ,2026,3.47,3.02,0.45
36   ,2019,3.68,3.21,0.47
26   ,2019,3.48,3.09,0.39
16   ,2024,3.46,2.96,0.49
54   ,2011,3.51,2.95,0.56
44   ,2001,1.49,0.96,0.53
02   ,2026,3.58,3.26,0.32
26   ,2021,3.48,3.09,0.39
36   ,2021,3.68,3.21,0.47
45   ,2022,3.51,3.1,0.4
20   ,2029,3.48,2.98,0.5
51   ,2006,2.67,2.27,0.4
44   ,2020,3.74,3.19,0.54
50   ,2026,3.74,3.24,0.49
06   ,2024,3.63,3.21,0.42
41   ,2003,1.61,1.13,0.48
06   ,2026,3.63,3.21,0.42
12   ,2003,1.47,1.13,0.35
47   ,2002,1.3,0.89,0.41
50   ,2024,3.74,3.24,0.49
22   ,2010,3.47,3.03,0.44
42   ,2010,3.68,3.06,0.63
39   ,2006,2.67,2.14,0.52
02   ,2005,2.57,2.24,0.32
12   ,2009,3.51,3.11,0.4
01   ,2022,3.47,3.02,0.45
35   ,2015,3.47,3,0.47
10   ,2018,3.68,3.22,0.46
24   ,2014,3.68,3.2,0.49
46   ,2029,3.48,3.02,0.46
49   ,2020,3.46,2.97,0.49
15   ,2001,1.5,1.09,0.4
36   ,2001,1.48,1.03,0.45
50   ,2025,3.74,3.24,0.49
02   ,2022,3.58,3.26,0.32
25   ,2020,3.74,3.28,0.45
06   ,2025,3.63,3.21,0.42
24   ,2016,3.68,3.2,0.49
16   ,2022,3.46,2.96,0.49
30   ,2019,3.46,2.94,0.52
50   ,2004,1.92,1.42,0.5
05   ,2018,3.47,3,0.47
54   ,2020,3.51,2.95,0.56
51   ,2023,3.51,3.09,0.42
08   ,2008,3.46,3.01,0.45
23   ,2007,2.98,2.46,0.52
53   ,2020,3.58,3,0.58
35   ,2017,3.47,3,0.47
23   ,2001,1.49,1.02,0.47
09   ,2012,3.74,3.12,0.61
23   ,2020,3.74,3.22,0.52
19   ,2008,3.48,3.01,0.47
27   ,2019,3.48,3.04,0.44
06   ,2022,3.63,3.21,0.42
44   ,2011,3.74,3.19,0.54
05   ,2007,2.82,2.35,0.47
16   ,2025,3.46,2.96,0.49
27   ,2021,3.48,3.04,0.44
17   ,2029,3.48,3.02,0.46
45   ,2024,3.51,3.1,0.4
35   ,2012,3.47,3,0.47
44   ,2002,1.4,0.87,0.53
09   ,2017,3.74,3.12,0.61
30   ,2021,3.46,2.94,0.52
31   ,2000,1.47,0.99,0.48
41   ,2008,3.58,3.1,0.48
09   ,2015,3.74,3.12,0.61
01   ,2025,3.47,3.02,0.45
45   ,2026,3.51,3.1,0.4
32   ,2001,1.5,0.97,0.52
12   ,2010,3.51,3.11,0.4
04   ,2023,3.58,3.16,0.42
50   ,2022,3.74,3.24,0.49
24   ,2028,3.68,3.2,0.49
02   ,2025,3.58,3.26,0.32
41   ,2026,3.58,3.1,0.48
45   ,2008,3.51,3.1,0.4
28   ,2029,3.47,3.05,0.42
05   ,2021,3.47,3,0.47
22   ,2013,3.47,3.03,0.44
12   ,2007,2.83,2.43,0.4
42   ,2013,3.68,3.06,0.63
08   ,2004,1.86,1.41,0.45
47   ,2009,3.48,3.07,0.41
33   ,2020,3.74,3.31,0.42
37   ,2029,3.51,2.96,0.54
02   ,2001,1.5,1.17,0.32
49   ,2006,2.76,2.27,0.49
10   ,2021,3.68,3.22,0.46
29   ,2020,3.48,3.07,0.41
56   ,2025,3.46,3.07,0.38
35   ,2030,3.47,3,0.47
42   ,2005,2.5,1.89,0.61
41   ,2024,3.58,3.1,0.48
46   ,2004,1.77,1.3,0.46
08   ,2026,3.46,3.01,0.45
56   ,2022,3.46,3.07,0.38
30   ,2001,1.45,0.93,0.52
09   ,2030,3.74,3.12,0.61
40   ,2023,3.48,3.11,0.37
19   ,2026,3.48,3.01,0.47
56   ,2007,2.98,2.6,0.38
10   ,2019,3.68,3.22,0.46
37   ,2003,1.47,0.99,0.49
39   ,2020,3.48,2.96,0.52
19   ,2024,3.48,3.01,0.47
48   ,2027,3.47,3.03,0.44
27   ,2018,3.48,3.04,0.44
47   ,2010,3.48,3.07,0.41
37   ,2006,2.67,2.12,0.55
08   ,2024,3.46,3.01,0.45
30   ,2018,3.46,2.94,0.52
05   ,2019,3.47,3,0.47
54   ,2000,1.45,0.95,0.5
29   ,2008,3.48,3.07,0.41
28   ,2027,3.47,3.05,0.42
50   ,2011,3.74,3.24,0.49
26   ,2013,3.48,3.09,0.39
31   ,2028,3.48,2.97,0.51
36   ,2013,3.68,3.21,0.47
37   ,2027,3.51,2.96,0.54
